---------------------------------Starting---------------------------------
{'model': 'DeepLab', 'dataset': 'nthu_husky', 'training': {'batch_size': 2, 'num_workers': 4, 'optimizer': 'SGD', 'momentum': 0.9, 'num_iterations': 250000, 'learning_rate': 0.00025, 'lr_schedule': 'Poly', 'lr_schedule_power': 0.9, 'weight_decay': 0.0005, 'use_sync_batchnorm': True, 'data': {'split_id_list': 0, 'labeled_samples': 0, 'input_size': '512,512', 'scale': False, 'crop': True}, 'unlabeled': {'train_unlabeled': True, 'consistency_weight': 1, 'consistency_loss': 'CE', 'pixel_weight': 'threshold_uniform', 'mix_mask': 'class', 'flip': False, 'color_jitter': True, 'blur': True}}, 'seed': 1, 'pretrained': 'coco', 'ignore_label': 255, 'utils': {'save_checkpoint_every': 1000, 'checkpoint_dir': './saved/DeepLabv2-nthu', 'val_per_iter': 5000, 'tensorboard': True, 'log_per_iter': 100, 'save_best_model': True}}
Found 1470 train images
dataset size:  1470
Training on number of samples: 0
gta size: 12483
iter =    254/250000, loss_l = 0.401, loss_u = 0.232, loss_my_cons = 0.938
iter =    255/250000, loss_l = 0.557, loss_u = 0.255, loss_my_cons = 0.911
iter =    256/250000, loss_l = 0.325, loss_u = 0.259, loss_my_cons = 0.823
iter =    257/250000, loss_l = 0.196, loss_u = 0.228, loss_my_cons = 1.066
iter =    258/250000, loss_l = 0.543, loss_u = 0.451, loss_my_cons = 0.509
iter =    259/250000, loss_l = 1.213, loss_u = 0.146, loss_my_cons = 0.571
iter =    260/250000, loss_l = 0.422, loss_u = 0.215, loss_my_cons = 0.502
iter =    261/250000, loss_l = 0.224, loss_u = 0.198, loss_my_cons = 0.600
iter =    262/250000, loss_l = 0.443, loss_u = 0.316, loss_my_cons = 0.668
iter =    263/250000, loss_l = 0.345, loss_u = 0.310, loss_my_cons = 0.603
iter =    264/250000, loss_l = 0.395, loss_u = 0.314, loss_my_cons = 1.047
iter =    265/250000, loss_l = 0.491, loss_u = 0.139, loss_my_cons = 0.767
iter =    266/250000, loss_l = 0.290, loss_u = 0.312, loss_my_cons = 1.216
iter =    267/250000, loss_l = 0.292, loss_u = 0.199, loss_my_cons = 1.154
iter =    268/250000, loss_l = 0.507, loss_u = 0.308, loss_my_cons = 0.595
iter =    269/250000, loss_l = 0.303, loss_u = 0.218, loss_my_cons = 0.597
iter =    270/250000, loss_l = 0.819, loss_u = 0.684, loss_my_cons = 0.623
iter =    271/250000, loss_l = 1.521, loss_u = 0.568, loss_my_cons = 0.649
iter =    272/250000, loss_l = 0.523, loss_u = 0.345, loss_my_cons = 0.422
iter =    273/250000, loss_l = 0.250, loss_u = 0.200, loss_my_cons = 0.771
iter =    274/250000, loss_l = 0.504, loss_u = 0.442, loss_my_cons = 0.430
iter =    275/250000, loss_l = 0.906, loss_u = 0.886, loss_my_cons = 0.833
iter =    276/250000, loss_l = 0.548, loss_u = 0.710, loss_my_cons = 0.706
iter =    277/250000, loss_l = 1.114, loss_u = 0.474, loss_my_cons = 0.898
iter =    278/250000, loss_l = 0.461, loss_u = 0.255, loss_my_cons = 0.627
iter =    279/250000, loss_l = 0.358, loss_u = 0.347, loss_my_cons = 0.400
iter =    280/250000, loss_l = 0.416, loss_u = 0.629, loss_my_cons = 0.378
iter =    281/250000, loss_l = 0.291, loss_u = 0.233, loss_my_cons = 1.436
iter =    282/250000, loss_l = 0.254, loss_u = 0.282, loss_my_cons = 0.696
iter =    283/250000, loss_l = 0.301, loss_u = 0.271, loss_my_cons = 0.387
iter =    284/250000, loss_l = 0.401, loss_u = 0.341, loss_my_cons = 0.351
iter =    285/250000, loss_l = 0.306, loss_u = 0.280, loss_my_cons = 0.842
